step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1,CASH_OUT,450465.15,C1164241227,18601.35,0,C1504109395,500206.13,593737.38,0,0
1,TRANSFER,272709.33,C1012552887,76067,0,C1935365522,0,158433.78,0,0
1,CASH_OUT,14750.26,C1098568947,21989.58,7239.33,C1899073220,1096233.87,420946.86,0,0
1,CASH_OUT,107421.26,C795594631,7239.33,0,C1983747920,226328.33,95508.95,0,0
1,CASH_OUT,36448.64,C1492219097,0,0,C832279283,148941.17,185389.8,0,0
1,CASH_OUT,12939.66,C2026371507,0,0,C837659261,88439.28,57472.15,0,0
1,CASH_OUT,198137.4,C1871542036,0,0,C747464370,1624385.68,1567434.81,0,0
1,CASH_OUT,112193.65,C510368405,0,0,C977993101,767274.47,965870.05,0,0
1,CASH_OUT,40030.78,C1299145277,0,0,C665576141,6458842.26,5515763.34,0,0
1,CASH_OUT,207283.84,C178393154,0,0,C1749186397,215955.02,277515.05,0,0
1,CASH_OUT,141648.13,C244577237,0,0,C1060830840,413572.32,130747.56,0,0
1,CASH_OUT,361980.67,C1290698656,0,0,C248609774,6057072.17,6453430.91,0,0
1,CASH_OUT,614317.64,C2049348234,0,0,C1782113663,4541021.72,3997768.55,0,0
1,CASH_OUT,233255.73,C1612496268,0,0,C306206744,3214080.61,3554299.27,0,0
1,CASH_OUT,132842.64,C13692003,4499.08,0,C297927961,0,132842.64,1,0
1,CASH_OUT,146534.96,C333879495,21114,0,C1112414583,0,67762.92,0,0
1,TRANSFER,236343.99,C1511004956,43010.81,0,C1826334428,8061,33316.54,0,0
1,TRANSFER,86401.93,C559998250,0,0,C977993101,879468.12,965870.05,0,0
1,CASH_OUT,289326.88,C1626529981,39689,0,C1076835071,20919.34,318637.36,0,0
1,CASH_OUT,84051,C678680178,0,0,C1529115495,89583.69,67268.02,0,0
1,TRANSFER,38829.9,C2006835220,708735.91,669906.01,C747464370,1822523.08,1567434.81,0,0
1,TRANSFER,383736.31,C340789130,11294,0,C1259769769,21835.74,252055.24,0,0
1,CASH_OUT,144659.77,C1936375962,149735.97,149735.97,C757108857,149735.97,0,0,0
1,CASH_OUT,53094.17,C116184677,149735.97,96641.81,C1068824137,279693.52,265092.36,0,0
1,CASH_OUT,43721.1,C1161382705,96641.81,52920.71,C1529115495,173634.69,67268.02,0,0
1,CASH_OUT,119537.32,C516413619,52920.71,0,C1826334428,244404.99,33316.54,0,0
1,CASH_OUT,33349.84,C990684641,0,0,C721748895,201888.82,0,0,0
1,CASH_OUT,335979.26,C1538462491,0,0,C1883840933,1.68E+07,1.69E+07,0,0
1,CASH_OUT,183842.53,C1423752095,0,0,C557041912,600205.85,557537.26,0,0
1,CASH_OUT,286737.98,C1962865655,0,0,C97730845,1.04E+07,9940339.29,0,0
1,CASH_OUT,472609.82,C704869156,0,0,C1740000325,515756.62,1363368.51,0,0
1,CASH_OUT,271982.1,C1777043124,0,0,C1076835071,310246.22,318637.36,0,0
1,CASH_OUT,154611.64,C1482344533,0,0,C728885526,544383.38,897150.84,0,0
1,CASH_OUT,125275,C1538849250,0,0,C401424608,1477426.93,1178808.14,0,0
1,CASH_OUT,443200.31,C1788034018,0,0,C306206744,3447336.33,3554299.27,0,0
1,CASH_OUT,256481.43,C1601756706,0,0,C728885526,698995.02,897150.84,0,0
1,CASH_OUT,236277.01,C1366212088,0,0,C453211571,3324684.82,3461666.05,0,0
1,CASH_OUT,287126.39,C10885570,1861352.98,1574226.59,C793315160,29078.22,139915.18,0,0
1,CASH_OUT,216007.53,C918307166,1024825.54,808818.01,C401424608,1602701.93,1178808.14,0,0
1,TRANSFER,56565.27,C2068100669,208023,151457.73,C1286084959,2697653.51,2107778.11,0,0
1,CASH_OUT,32282.57,C123674777,14375.74,0,C1049817027,97055.04,60738.03,0,0
1,CASH_OUT,291713.22,C1395173825,1106179.39,814466.17,C1789550256,4568765.44,4619798.56,0,0
1,CASH_OUT,44670.27,C125865913,47996.34,3326.07,C1330400026,133002.68,817.21,0,0
1,TRANSFER,79386.85,C442205321,0,0,C997608398,424841.44,157982.12,0,0
1,CASH_OUT,457552.45,C1592712032,1780884.37,1323331.91,C1740000325,988366.44,1363368.51,0,0
1,TRANSFER,138647.54,C1502882632,113123.22,0,C1286084959,2754218.78,2107778.11,0,0
1,CASH_OUT,100939.43,C632841653,55015.39,0,C1529115495,217355.79,67268.02,0,0
1,TRANSFER,302665.03,C1580874189,40130,0,C1577213552,0,217862.21,0,0
1,TRANSFER,34115.82,C1378280450,32043,0,C2089016471,245.56,34361.39,0,0
1,TRANSFER,22190.99,C2017380745,52231.01,30040.03,C1170794006,0,22190.99,0,0
1,CASH_OUT,218499.73,C1788256184,359257.15,140757.42,C392292416,3201603.35,3420103.09,0,0
1,CASH_OUT,107440.87,C128028301,140757.42,33316.54,C423583818,266398.11,373838.99,0,0
1,TRANSFER,17488.56,C1272744797,14180,0,C1498438472,182385.22,199873.79,0,0
1,CASH_OUT,222321.36,C1919555524,0,0,C1782113663,4871627.98,3997768.55,0,0
1,TRANSFER,46961.7,C1991386317,124672,77710.3,C1917025677,11342,42900.67,0,0
1,TRANSFER,373610.77,C2012095985,17159.94,0,C884457408,38202.14,502480.02,0,0
1,TRANSFER,90667.11,C1842952737,0,0,C884457408,411812.91,502480.02,0,0
1,TRANSFER,114580.22,C1471800355,0,0,C1234776885,2095066.14,2025098.66,0,0
1,CASH_OUT,549884.88,C915233792,4291.6,0,C11003494,9576311.43,1.06E+07,0,0
1,CASH_OUT,219630.79,C602830277,19779.08,0,C2118255842,29186.69,248817.48,0,0
1,CASH_OUT,512866.85,C1275626728,0,0,C1850180796,762012.3,1268668.92,0,0
1,TRANSFER,156232.74,C65551384,155456,0,C248609774,6419052.84,6453430.91,0,0
1,CASH_OUT,159657.1,C1366629983,0,0,C716083600,2640580.83,2444985.19,0,0
1,CASH_OUT,68051.17,C722160979,0,0,C564160838,1078884.91,1254956.07,0,0
1,TRANSFER,345858.07,C945064729,21523,0,C657736958,0,45881.29,0,0
1,TRANSFER,194415.49,C219812012,740,0,C64133603,362.44,6706.68,0,0
1,TRANSFER,235238.66,C1872047468,235238.66,0,C116289363,0,0,1,0
1,CASH_OUT,235238.66,C1499825229,235238.66,0,C2100440237,0,235238.66,1,0
1,TRANSFER,200612.49,C1285072597,26019,0,C728885526,696538.35,897150.84,0,0
1,CASH_OUT,153596.45,C979532928,711133.71,557537.26,C1360767589,1954368.93,2107965.39,0,0
1,TRANSFER,36010.9,C1677921169,5480.82,0,C1401316767,371287.33,407298.23,0,0
1,TRANSFER,183465.11,C540206885,0,0,C985934102,787953.8,971418.91,0,0
1,TRANSFER,57716.15,C1294139740,0,0,C459857341,329546.87,387263.02,0,0
1,TRANSFER,601898.44,C1939869193,32239,0,C2063763486,0,601898.44,0,0
1,TRANSFER,149617.83,C1529002352,53623.65,0,C1850180796,1119051.09,1268668.92,0,0
1,TRANSFER,108019.99,C584157293,0,0,C564160838,1146936.08,1254956.07,0,0
1,TRANSFER,83845.22,C1386020581,10538,0,C990398217,0,83845.22,0,0
1,CASH_OUT,462688.96,C1955587357,2055866.56,1593177.6,C11003494,1.01E+07,1.06E+07,0,0
1,CASH_OUT,75915.44,C1095849663,1593177.6,1517262.16,C1234250905,117103.5,193018.94,0,0
1,TRANSFER,383533.35,C960004592,10339,0,C1997859171,0,383533.35,0,0
1,TRANSFER,347391.16,C902654164,45584,0,C801142660,13993,637928.74,0,0
1,TRANSFER,145515.24,C1041735841,121,0,C1068824137,265092.36,45982.28,0,0
1,TRANSFER,15326.3,C353296011,105867,90540.7,C1182908789,0,15326.3,0,0
1,CASH_OUT,214202.66,C1788582153,57840.12,0,C977993101,965870.05,744264.96,0,0
1,CASH_OUT,136564.27,C874111547,115593.7,0,C665576141,5515763.34,6609667.12,0,0
1,TRANSFER,1361.29,C337813415,16479,15117.71,C810576909,5058,0,0,0
1,CASH_OUT,93459.27,C959897458,0,0,C1068824137,410607.6,45982.28,0,0
1,TRANSFER,279422.78,C426052262,3561,0,C453211571,3461666.05,3726770.23,0,0
1,CASH_OUT,119542.86,C1988664928,65657.79,0,C97730845,9940339.29,9367714.52,0,0
1,CASH_OUT,289715.28,C1446511153,44332.5,0,C11003494,1.06E+07,1.02E+07,0,0
1,CASH_OUT,197761.38,C1713453581,894074.39,696313.01,C1068824137,504066.87,45982.28,0,0
1,CASH_OUT,100740.53,C178575564,696313.01,595572.48,C248609774,6453430.91,6534746.07,0,0
1,CASH_OUT,14166.38,C1018742990,595572.48,581406.1,C1364913072,34155.22,47409.85,0,0
1,CASH_OUT,134543.6,C534643569,581406.1,446862.5,C1899073220,420946.86,877201.48,0,0
1,CASH_OUT,48206.82,C1891673045,446862.5,398655.68,C297927961,132842.64,97990.29,0,0
1,CASH_OUT,282944.06,C1552836537,398655.68,115711.62,C1122118227,427095,1.11E+07,0,0
1,CASH_OUT,19270.14,C638204510,115711.62,96441.48,C660143728,42450.71,103167.33,0,0
1,CASH_OUT,5493.19,C1226858597,96441.48,90948.3,C884457408,502480.02,84916.82,0,0
1,TRANSFER,124041.53,C173431997,33260,0,C2140846441,65,34856.89,0,0
1,CASH_OUT,189476.67,C1969875555,315.64,0,C1259769769,252055.24,109421.19,0,0
1,CASH_OUT,457194.09,C1289454852,282717.99,0,C22805895,651524.92,483173.63,0,0
1,TRANSFER,219583.95,C1994085390,39387,0,C1997859171,383533.35,393957.76,0,0
1,CASH_OUT,247199.96,C347136295,144742,0,C195600860,40348.79,82846.67,0,0
1,TRANSFER,91424.21,C1167792250,0,0,C1067936865,154845,0,0,0
1,CASH_OUT,519973.96,C2121551683,121,0,C1163619825,0,135715.81,0,0
1,CASH_OUT,166808.69,C1765350920,30132.19,0,C1076835071,318637.36,267912.2,0,0
1,TRANSFER,92236.11,C2016142571,59627.3,0,C1749186397,272537.66,86070.17,0,0
1,TRANSFER,104267.94,C947462790,0,0,C655381473,189534.74,352750.76,0,0
1,TRANSFER,176127.45,C886343183,0,0,C1401316767,407298.23,61151.23,0,0
1,TRANSFER,94087.34,C1716855490,0,0,C1916720513,2905646.78,2906551.06,0,0
1,TRANSFER,172867.65,C1107201631,0,0,C481402298,698572,330085.6,0,0
1,TRANSFER,277611.59,C811792884,0,0,C1899073220,309810.71,877201.48,0,0
1,TRANSFER,1755646.72,C538375433,0,0,C932583850,2719172.89,4410975.57,0,0
1,TRANSFER,2441078.3,C1864007931,0,0,C667346055,8996943.02,1.07E+07,0,0
1,TRANSFER,1147953.82,C1512273713,0,0,C657736958,4708479.3,5579568.65,0,0
1,TRANSFER,395709.23,C2099878104,0,0,C998351292,446219.81,1097218.45,0,0
1,TRANSFER,168001.93,C1778422985,0,0,C1538745405,266267.36,469207.53,0,0
1,TRANSFER,2032275.62,C1369885738,0,0,C392292416,3420103.09,5056707.37,0,0
1,TRANSFER,44944.32,C285058000,0,0,C1653859230,55414,100358.32,0,0
1,TRANSFER,957339.52,C555943503,0,0,C665576141,5652327.61,6609667.12,0,0
1,TRANSFER,459709.79,C1332439166,0,0,C1122118227,710039.06,1.11E+07,0,0
1,TRANSFER,637758.38,C684407333,0,0,C564160838,1181971.26,1070702.75,0,0
1,TRANSFER,194351.55,C1513071903,59,0,C24119573,10389.58,51574.35,0,0
1,CASH_OUT,230943.69,C1240328647,440492.28,209548.6,C453211571,3288156.14,3726770.23,0,0
1,CASH_OUT,127143.23,C1225927567,0,0,C1899073220,587422.29,877201.48,0,0
1,CASH_OUT,276138.13,C1071933072,177971,0,C543409470,10599,0,0,0
1,CASH_OUT,432168.02,C768795248,60426.81,0,C1286084959,2107778.11,1923836.34,0,0
1,TRANSFER,53763.65,C1930401429,539,0,C63387985,3883.96,86242.27,0,0
1,TRANSFER,106141.92,C1778994610,109098.8,2956.89,C481402298,849343.27,330085.6,0,0
1,TRANSFER,82616.3,C1706939736,2956.89,0,C905650857,106637,283047.18,0,0
1,TRANSFER,149935.68,C498748934,0,0,C811597470,204822.85,354758.53,0,0
1,TRANSFER,13126.23,C1273689789,0,0,C1353512285,15349,0,0,0
1,CASH_OUT,55898.94,C1578959831,14.09,0,C2063763486,525593.05,792325.38,0,0
1,CASH_OUT,52054.69,C1551350415,27995.39,0,C1262822392,1.19E+07,1.19E+07,0,0
1,CASH_OUT,26596.11,C1254649194,10430.74,0,C1782113663,2772096.26,2798692.37,0,0
1,TRANSFER,147176.03,C1860060918,31755,0,C2117043942,80624.91,173135.98,0,0
1,CASH_OUT,222108.22,C2070438137,1149.62,0,C248609774,5958843.51,6534746.07,0,0
1,TRANSFER,38473.99,C110233108,203,0,C13226198,0,38473.99,0,0
1,CASH_OUT,65971.82,C1974356511,0,0,C13329486,84212.94,10659.79,0,0
1,TRANSFER,106622.7,C1012776440,30870,0,C1183572822,73012,141949.63,0,0
1,CASH_OUT,140396.66,C356519935,108841,0,C1529115495,0,52845.35,0,0
1,CASH_OUT,48899.07,C1054913783,0,0,C655381473,171337.99,352750.76,0,0
1,CASH_OUT,56432.77,C1015539383,0,0,C681979935,119699.03,176131.8,0,0
1,CASH_OUT,101226.51,C791412502,25259.53,0,C1538745405,236893.95,469207.53,0,0
1,TRANSFER,365254.36,C316731851,24354,0,C1504109395,296699.75,1528227.01,0,0
1,TRANSFER,108157.51,C197149397,11891,0,C1219273867,18474.7,126632.21,0,0
1,CASH_OUT,9255.25,C1177852821,35391.39,26136.14,C1941598182,38668.08,47923.33,0,0
1,CASH_OUT,36361.34,C392795843,26136.14,0,C1850180796,1046974.06,1187114.17,0,0
1,CASH_OUT,68968.25,C1092382020,0,0,C657736958,5510600.39,5579568.65,0,0
1,CASH_OUT,8760.71,C378006273,0,0,C1870252780,7347209.57,7416184.79,0,0
1,CASH_OUT,18672.02,C1955406455,0,0,C1134894336,72283.07,90955.09,0,0
1,CASH_OUT,93793.88,C797539755,0,0,C905650857,189253.3,283047.18,0,0
1,CASH_OUT,51630.01,C224219987,0,0,C11003494,1.01E+07,1.02E+07,0,0
1,CASH_OUT,30095.32,C606826010,0,0,C793315160,34741.65,64836.97,0,0
1,CASH_OUT,214983.83,C967343730,0,0,C1122118227,1.07E+07,1.11E+07,0,0
1,CASH_OUT,295143.53,C1562912969,0,0,C801142660,342785.21,637928.74,0,0
1,CASH_OUT,454775.22,C973615092,0,0,C1504109395,661954.11,1528227.01,0,0
1,CASH_OUT,341122.21,C1168956689,10066,0,C1453128758,0,592289.45,0,0
1,CASH_OUT,312856,C21331934,58198.26,0,C1286084959,1610980.34,1923836.34,0,0
1,CASH_OUT,94658.15,C632206764,28130.7,0,C885951223,187198.88,281857.03,0,0
1,CASH_OUT,68588.88,C13063602,0,0,C1899073220,548065.07,877201.48,0,0
1,CASH_OUT,132382.57,C1003663195,2408,0,C991505714,0,1095914.71,0,0
1,TRANSFER,148688.71,C621432843,18702,0,C1471633238,0,217318.86,0,0
1,TRANSFER,1096187.24,C1093223281,1096187.24,0,C2063275841,0,0,1,0
1,CASH_OUT,1096187.24,C77163673,1096187.24,0,C644345897,0,1096187.24,1,0
1,CASH_OUT,108659.34,C132461369,3674,0,C1973538135,16896.7,125556.04,0,0
1,CASH_OUT,97601.12,C1335520301,217640.98,120039.86,C2081595126,99684,197285.12,0,0
1,CASH_OUT,48183.1,C728746911,120039.86,71856.76,C1023714065,1412484.09,1791001.63,0,0
1,CASH_OUT,96785.24,C1977508673,71856.76,0,C401424608,866746.9,0,0,0
1,CASH_OUT,256481.7,C1947666055,0,0,C1916720513,2650069.35,2906551.06,0,0
1,CASH_OUT,37493.87,C1760622380,0,0,C1122118227,1.09E+07,1.11E+07,0,0
1,CASH_OUT,58981.28,C1033304734,0,0,C459857341,301345.29,360326.58,0,0
1,CASH_OUT,293358.03,C995381766,0,0,C985934102,873112.87,1166470.9,0,0
1,CASH_OUT,108702.86,C2008762581,0,0,C248609774,6180951.73,6534746.07,0,0
1,CASH_OUT,210833.38,C404588697,0,0,C2063763486,581492,792325.38,0,0
1,CASH_OUT,106336.36,C315998990,0,0,C998351292,224241.89,1097218.45,0,0
1,CASH_OUT,163717.43,C193492784,0,0,C1122118227,1.09E+07,1.11E+07,0,0
1,CASH_OUT,280267.65,C643328884,0,0,C1721246982,978778.15,1259045.81,0,0
1,CASH_OUT,381479.99,C1391818342,0,0,C1504109395,1116729.33,1528227.01,0,0
1,CASH_OUT,194008.39,C1845760645,0,0,C998351292,330578.26,1097218.45,0,0
1,CASH_OUT,178805.23,C645777794,0,0,C998351292,524586.65,1097218.45,0,0
1,CASH_OUT,74935.58,C284660111,53339.25,0,C1899073220,616653.95,877201.48,0,0
1,CASH_OUT,69734.12,C1423978346,26588.18,0,C1100767002,233370.36,303104.48,0,0
1,CASH_OUT,235419.91,C689213488,13365.07,0,C998351292,703391.88,1097218.45,0,0
1,CASH_OUT,71579.52,C1966787205,0,0,C481402298,258506.08,330085.6,0,0
1,TRANSFER,203330.05,C778330045,162442,0,C2118255842,113152.38,379539.92,0,0
1,CASH_OUT,101485.5,C1037242711,27842.03,0,C1850180796,1083335.4,1187114.17,0,0
1,CASH_OUT,57908.35,C835070183,0,0,C932583850,4353067.22,4410975.57,0,0
1,CASH_OUT,87732.74,C843100836,0,0,C564160838,982970.02,1070702.75,0,0
1,CASH_OUT,185611.95,C1480805145,0,0,C1899073220,691589.53,877201.48,0,0
1,CASH_OUT,89412.56,C2101326063,0,0,C306206744,3452165.82,3541578.38,0,0
1,CASH_OUT,158406.66,C2109615807,0,0,C998351292,938811.79,1097218.45,0,0
1,CASH_OUT,358456.99,C1255958078,0,0,C909295153,5371342.16,5729799.14,0,0
1,CASH_OUT,245091.49,C142993407,0,0,C248609774,6289654.59,6534746.07,0,0
1,CASH_OUT,115800.39,C146638536,0,0,C1750563752,201197,316997.39,0,0
1,CASH_OUT,128357.05,C83532470,0,0,C1453128758,341122.21,592289.45,0,0
1,CASH_OUT,256624.13,C759099777,0,0,C1234776885,1535086.76,1791710.89,0,0
1,CASH_OUT,63057.49,C170082758,0,0,C2118255842,316482.43,379539.92,0,0
1,CASH_OUT,330334.44,C1850477964,0,0,C1023714065,1460667.19,1791001.63,0,0
1,CASH_OUT,279843.2,C1043535321,0,0,C716083600,1827318.89,2107162.1,0,0
1,TRANSFER,336413.4,C1361931872,10162,0,C542895457,254,187096.37,0,0
1,TRANSFER,132513.7,C1825811850,11636,0,C655381473,220237.06,352750.76,0,0
1,TRANSFER,963532.14,C1440057381,963532.14,0,C268086000,0,0,1,0
1,CASH_OUT,963532.14,C430329518,963532.14,0,C991505714,132382.57,1095914.71,1,0
1,CASH_OUT,60214.51,C182584006,10914.66,0,C1870252780,7355970.28,7416184.79,0,0
1,TRANSFER,7081.22,C934617920,4932.75,0,C1068824137,38901.06,45982.28,0,0
1,TRANSFER,41446.48,C2055967078,727,0,C660143728,61720.85,103167.33,0,0
1,CASH_OUT,122810.19,C2118413714,15594.73,0,C1453128758,469479.26,592289.45,0,0
1,TRANSFER,68630.15,C156127720,26352.78,0,C1471633238,148688.71,217318.86,0,0
1,CASH_OUT,45458.81,C734275312,45664.93,206.12,C434091818,63112.23,108571.04,0,0
1,CASH_OUT,55940.69,C1872774414,0,0,C728885526,82686.96,138627.65,0,0
1,CASH_OUT,30017.69,C669501311,171967.32,141949.63,C1504109395,1498209.32,1528227.01,0,0
1,CASH_OUT,131087.07,C1361409513,318183.44,187096.37,C1538745405,338120.46,469207.53,0,0
1,TRANSFER,84911.32,C1234435772,275.63,0,C63387985,1330.96,86242.27,0,0
1,CASH_OUT,32733.62,C1979825302,0,0,C1831477404,191972.11,224705.73,0,0
1,TRANSFER,203471.91,C317053574,59971,0,C453211571,3523298.32,3726770.23,0,0
1,TRANSFER,183763.58,C2038185019,31,0,C1963862935,0,183763.58,0,0
1,TRANSFER,308871.37,C1074976188,31486,0,C1850042097,0,308871.37,0,0
1,TRANSFER,448593.63,C1403780103,4580,0,C214187874,0,448593.63,0,0
1,TRANSFER,14949.84,C140702728,14949.84,0,C634210724,0,0,1,0
1,CASH_OUT,14949.84,C395257482,14949.84,0,C1032986144,18161.79,33111.63,1,0
1,CASH_OUT,189592.17,C2074826904,34683.47,0,C97730845,9178122.36,9367714.52,0,0
1,TRANSFER,23377.76,C125802780,404976,381598.24,C1491676195,206.12,23583.88,0,0
1,CASH_OUT,69038.41,C19423,4218.49,0,C2083562754,814113.89,2051802.27,0,0
1,CASH_OUT,232486.18,C920926249,18818.03,0,C564160838,1070702.75,921817.65,0,0
1,CASH_OUT,53083.59,C355222677,0,0,C2081595126,197285.12,73147.6,0,0
1,CASH_OUT,110520.75,C1589745212,0,0,C481402298,330085.6,617488.4,0,0
1,CASH_OUT,104222.89,C2110472873,0,0,C662736689,4629353.77,4517761.53,0,0
1,CASH_OUT,107963.88,C1794705481,0,0,C1538745405,469207.53,270110.78,0,0
1,CASH_OUT,332574.96,C486994287,0,0,C665576141,6609667.12,6818933.6,0,0
1,CASH_OUT,234198.21,C1336210565,0,0,C1234776885,1791710.89,1840076.94,0,0
1,CASH_OUT,188890.52,C1759328722,0,0,C1538745405,577171.41,270110.78,0,0
1,CASH_OUT,299336.05,C1246023616,0,0,C977993101,744264.96,1748436.14,0,0
1,CASH_OUT,6016.03,C1625539182,0,0,C1782580546,27316.83,33332.86,0,0
1,CASH_OUT,259448.64,C134943275,0,0,C481402298,440606.35,617488.4,0,0
1,CASH_OUT,22948.44,C161069393,0,0,C738590621,55249,36407.19,0,0
1,CASH_OUT,142442.16,C1708084589,0,0,C801142660,637928.74,547215.12,0,0
1,CASH_OUT,49267.14,C457245448,0,0,C1134894336,90955.09,2167.32,0,0
1,CASH_OUT,692460.02,C1259065345,0,0,C2083562754,883152.29,2051802.27,0,0
1,CASH_OUT,211131.43,C261925632,0,0,C1122118227,1.11E+07,1.31E+07,0,0
1,CASH_OUT,150366.56,C271002555,0,0,C1538745405,766061.93,270110.78,0,0
1,CASH_OUT,10511.06,C57488372,0,0,C1062254208,43471,53982.06,0,0
1,CASH_OUT,44145.7,C376660032,0,0,C224063653,247417,96636.56,0,0
1,TRANSFER,129484.36,C81705968,220676,91191.64,C578102596,11514,120074.73,0,0
1,TRANSFER,235882.32,C216919586,137806,0,C885951223,281857.03,68880.79,0,0
1,TRANSFER,49367.62,C1621615881,68707.65,19340.02,C1899073220,877201.48,3208966.39,0,0
1,TRANSFER,162724.99,C773059332,19340.02,0,C248609774,6534746.07,7760414.85,0,0
1,TRANSFER,217743.76,C2020935882,0,0,C644345897,1096187.24,1313931,0,0
1,TRANSFER,189352.83,C1025786379,0,0,C1750563752,301573.51,167163.39,0,0
1,TRANSFER,191616.27,C1651795723,0,0,C905650857,283047.18,458875.87,0,0
1,TRANSFER,1773020.91,C1406018450,0,0,C1122118227,1.13E+07,1.31E+07,0,0
1,TRANSFER,1869161.56,C53301881,0,0,C1916720513,2906551.06,6235766.54,0,0
1,TRANSFER,170610.11,C470187021,0,0,C991505714,1095914.71,1066634.1,0,0
1,TRANSFER,939018.7,C1561005241,0,0,C1023714065,1791001.63,2485918.01,0,0
1,TRANSFER,721458.64,C2138793529,0,0,C977993101,1043601.01,1748436.14,0,0
1,TRANSFER,1487557.25,C380394805,0,0,C11003494,1.02E+07,1.12E+07,0,0
1,TRANSFER,418492.9,C962969081,0,0,C1453128758,592289.45,486798.02,0,0
1,TRANSFER,490747.67,C1007550632,0,0,C1870252780,7416184.79,7103899.5,0,0
1,TRANSFER,257641.56,C409007038,0,0,C306206744,3541578.38,7173523.49,0,0
1,TRANSFER,984994.76,C1825656946,0,0,C909295153,5729799.14,7473141.22,0,0
1,TRANSFER,884591.4,C2026873444,0,0,C1899073220,926569.1,3208966.39,0,0
1,TRANSFER,376507.72,C873002645,0,0,C909295153,6714793.9,7473141.22,0,0
1,TRANSFER,507138.3,C728370857,0,0,C657736958,5579568.65,5792135.89,0,0
1,TRANSFER,603258.56,C1306429814,0,0,C248609774,6697471.07,7760414.85,0,0
1,TRANSFER,129735.3,C1216863787,0,0,C33524623,138395.49,268130.78,0,0
1,TRANSFER,152649.37,C994584048,0,0,C985934102,1166470.9,1116289.38,0,0
1,TRANSFER,135348.62,C251666609,172417.38,37068.76,C1750563752,490926.34,167163.39,0,0
1,TRANSFER,256227.34,C2077150966,83198,0,C575335780,52415.15,140163.41,0,0
1,CASH_OUT,170099.02,C1909367224,41945.71,0,C914293025,608063,778162.02,0,0
1,CASH_OUT,32969.34,C631766751,164131,131161.66,C20671747,48615.1,81584.44,0,0
1,TRANSFER,303473.14,C900824070,798,0,C790722099,0,303473.14,0,0
1,TRANSFER,67234.96,C153048669,66203,0,C490150701,0,67234.96,0,0
1,CASH_OUT,205054.97,C2050124277,17996.17,0,C451111351,3419944.48,2560556.45,0,0
1,TRANSFER,150142.45,C857245202,20896,0,C173783788,42858,549946.93,0,0
1,CASH_OUT,13939.21,C1337289706,24719,10779.79,C1397643446,20765.02,13707.11,0,0
1,TRANSFER,156474.87,C1583082378,168005,11530.13,C451111351,3624999.45,2560556.45,0,0
1,CASH_OUT,89518.58,C116155384,0,0,C1380361139,273208.5,62111.53,0,0
1,CASH_OUT,28369.42,C1713520020,0,0,C1211297851,31836,60205.42,0,0
1,CASH_OUT,169734.47,C1411828534,31954.17,0,C248609774,7300729.62,7760414.85,0,0
1,CASH_OUT,113758.88,C1709321711,0,0,C1017997535,201469.14,19293.26,0,0
1,TRANSFER,50333.01,C475157807,49566,0,C1832532108,0,27708.6,0,0
1,TRANSFER,119451.25,C679143692,2401.76,0,C173783788,193000.45,549946.93,0,0
1,TRANSFER,60949.25,C773535564,0,0,C481402298,632824.07,617488.4,0,0
1,TRANSFER,227236.78,C1070523353,0,0,C173783788,312451.7,549946.93,0,0
1,TRANSFER,351219.8,C164183318,0,0,C885951223,517739.35,68880.79,0,0
1,TRANSFER,64185.86,C1980008362,0,0,C995911260,75663.55,8629.02,0,0
1,TRANSFER,1231953.95,C22179697,0,0,C1916720513,4775712.62,6235766.54,0,0
1,TRANSFER,2474181.78,C1238013097,0,0,C306206744,3799219.95,7173523.49,0,0
1,TRANSFER,367966.09,C162214155,0,0,C1916720513,6007666.57,6235766.54,0,0
1,TRANSFER,602938.9,C1530977859,0,0,C909295153,7091301.63,7473141.22,0,0
1,TRANSFER,1232150.93,C1241189309,0,0,C1899073220,1811160.5,3208966.39,0,0
1,TRANSFER,521278.47,C1418310135,0,0,C306206744,6273401.72,7173523.49,0,0
1,TRANSFER,844849.66,C83554564,0,0,C1538745405,916428.49,270110.78,0,0
1,TRANSFER,378843.29,C1502971166,0,0,C306206744,6794680.19,7173523.49,0,0
1,TRANSFER,285251.82,C1218632562,0,0,C985934102,1319120.27,1116289.38,0,0
1,TRANSFER,232336.31,C1371397528,0,0,C2083562754,1575612.32,2051802.27,0,0
1,TRANSFER,896122.8,C35419258,0,0,C977993101,1765059.65,1748436.14,0,0
1,TRANSFER,414959.03,C2010426450,0,0,C1916720513,6375632.67,6235766.54,0,0
1,TRANSFER,317831.06,C703824017,0,0,C1789550256,3964356.31,2943614.6,0,0
1,TRANSFER,548202.26,C371054890,0,0,C453211571,3726770.23,3809570.13,0,0
1,TRANSFER,180173.39,C2009317431,0,0,C2134357721,280908.87,182906.2,0,0
1,TRANSFER,243853.63,C623330465,0,0,C2083562754,1807948.63,2051802.27,0,0
1,TRANSFER,1339661.93,C283492252,0,0,C1899073220,3043311.43,3208966.39,0,0
1,TRANSFER,744654.21,C1758060579,0,0,C665576141,6942242.08,6818933.6,0,0
1,CASH_OUT,158934.62,C1898629094,18136.2,0,C187649742,168294.74,327229.36,0,0
1,TRANSFER,107159.07,C800990938,6476,0,C1877453512,0,107159.07,0,0
